Image,Instance_ID,Area_pixels,Perimeter_pixels,Width_pixels,Height_pixels,Bounding_Box_Area,Min_Enclosing_Circle_Radius,Min_Enclosing_Circle_Area,Min_Area_Rect_Area,Centroid_X,Centroid_Y,Circularity,Compactness,Aspect_Ratio,Rectangularity,Circle_Ratio,Convexity,Solidity,Shape_Complexity,Hull_Area,Hull_Perimeter,Major_Axis,Minor_Axis,Eccentricity,Ellipse_Ratio,Max_Inscribed_Circle_Radius,Mean_Distance_to_Boundary,Std_Distance_to_Boundary,Skeleton_Length,Branch_Points,End_Points,Mean_Intensity,Std_Intensity,Min_Intensity,Max_Intensity,Intensity_Range
1,27,468.0,81.5979790687561,25,26,650,13.17643928527832,545.4387682397627,600.0,216.3661346435547,261.66534423828125,0.883276979222877,1.1321476994451027,0.9615384615384616,0.72,0.8580248182767193,0.9760166840458812,0.9760166840458812,1.0400308002784369,479.5,78.45727169513702,25.588756561279297,23.438261032104492,0.40127104864007507,0.9935309540541338,11.984499,4.4621854,2.8173552,2,0,2,1.0,0.0,1,1,0
1,28,373.0,73.94112491607666,23,23,529,12.206655502319336,468.10496632287936,482.7999249757704,299.0,721.0,0.8573271728255607,1.1664158464780967,1.0,0.7051039697542533,0.7968298284251061,0.966321243523316,0.966321243523316,1.048410473280396,386.0,70.52688503265381,23.34024429321289,20.493318557739258,0.4786147271840196,0.992890286832242,10.596899,4.0256925,2.4960406,6,0,2,1.0,0.0,1,1,0
1,29,359.0,71.94112491607666,24,21,504,11.690720558166504,429.3707267710265,460.0,238.38888549804688,112.63888549804688,0.8716655130933977,1.147229051716368,1.1428571428571428,0.7123015873015873,0.8361073021902734,0.9742198100407056,0.9742198100407056,1.043021335535467,368.5,68.97378075122833,22.80705451965332,20.171875,0.46662037641681475,0.9935485598920566,10.187599,3.9797544,2.4726775,3,0,2,1.0,0.0,1,1,0
1,30,1061.0,123.39696860313416,38,38,1444,19.726076126098633,1222.4504994103872,1359.9999290466076,390.10137939453125,820.0755615234375,0.8756211966125449,1.142046359622895,1.0,0.7347645429362881,0.8679288040797905,0.9796860572483841,0.9796860572483841,1.0443516860086448,1083.0,118.15652740001678,38.01213836669922,35.97755432128906,0.32277591994453736,0.9878057810263279,17.575197,6.418758,4.200234,10,0,2,1.0,0.0,1,1,0
1,31,544.5,88.66904675960541,28,28,784,13.964521408081055,612.6352545775391,702.000001259672,944.2183227539062,209.50352478027344,0.8702893499564194,1.1490431315172085,1.0,0.6945153061224489,0.8887833273249615,0.9688612099644128,0.9688612099644128,1.0477107845820173,562.0,84.63122463226318,27.36475372314453,25.46462631225586,0.3661319044998257,0.9948993597933175,12.984499,4.7733808,3.0590856,3,0,2,1.0,0.0,1,1,0
1,32,887.0,113.74011445045471,34,36,1224,19.833904266357422,1235.8515255787347,1155.0,221.6999969482422,720.7000122070312,0.8616009358445149,1.160630122830392,0.9444444444444444,0.7246732026143791,0.717723756973661,0.9806522940851299,0.9806522940851299,1.0392255827146142,904.5,109.44699239730835,38.696773529052734,29.362577438354492,0.6513397841797293,0.993950616707115,15.378298,5.8032336,3.720938,11,0,2,1.0,0.0,1,1,0
1,33,327.5,67.69848430156708,19,23,437,11.88707447052002,443.915019925273,396.0,683.29248046875,140.08489990234375,0.8979729978155515,1.1136192317949913,0.8260869565217391,0.7494279176201373,0.73775381615862,0.9879336349924586,0.9879336349924586,1.0174080462975015,331.5,66.54015028476715,22.941753387451172,18.39366340637207,0.5976529640276446,0.9881584325306645,9.7876,3.804725,2.3077755,9,0,2,1.0,0.0,1,1,0
1,34,413.5,76.18376553058624,24,24,576,12.231547355651855,470.0160353397548,526.9999554933383,938.5908813476562,539.4091186523438,0.895283351466093,1.1169648116011828,1.0,0.7178819444444444,0.879757218710843,0.9810201660735468,0.9810201660735468,1.0317685571889146,421.5,73.83803761005402,24.037761688232422,22.113853454589844,0.3920049974141326,0.9904377389030333,10.984499,4.232146,2.6412687,3,0,2,1.0,0.0,1,1,0
1,35,457.0,81.5979790687561,25,26,650,13.207329750061035,547.9991878924242,592.7999732222233,116.75806427001953,725.6613159179688,0.862516195523194,1.1593985193442191,0.9615384615384616,0.703076923076923,0.8339428416994518,0.970276008492569,0.970276008492569,1.0477033826251132,471.0,77.88271033763885,25.66156578063965,22.813812255859375,0.457855725415652,0.9939059796427067,11.587599,4.4154987,2.7837858,5,0,2,1.0,0.0,1,1,0
1,36,649.5,95.49747383594513,29,31,899,15.403021812438965,745.352536168109,819.9999132641824,731.5,270.0,0.8949633536084695,1.1173641870005353,0.9354838709677419,0.7224694104560623,0.8713997316479377,0.9803773584905661,0.9803773584905661,1.036122269765211,662.5,92.16815102100372,29.938274383544922,27.789113998413086,0.3720476829059311,0.9940032612987172,14.181398,5.1728563,3.3231487,3,0,2,1.0,0.0,1,1,0
1,37,1215.5,132.46803629398346,42,39,1638,21.383188247680664,1436.4641485616307,1558.0,317.7790832519531,283.9534912109375,0.8704475965067442,1.1488342365619388,1.0769230769230769,0.7420634920634921,0.8461749645594093,0.9774829111379172,0.9774829111379172,1.0490843459525263,1243.5,126.27014863491058,41.712181091308594,37.31957244873047,0.44668273395617286,0.99418114631195,18.781397,6.8486605,4.5171685,8,0,2,1.0,0.0,1,1,0
1,38,1044.0,120.91168737411499,37,36,1332,19.244903564453125,1163.5400887022804,1260.0,852.6969604492188,762.5757446289062,0.8973746536834416,1.1143617617182673,1.0277777777777777,0.7837837837837838,0.8972617360905838,0.9835138954309939,0.9835138954309939,1.0369580913054421,1061.5,116.60228931903839,36.96213912963867,36.024166107177734,0.2238508593154893,0.9982965801965205,18.0,6.485732,4.278402,4,0,2,1.0,0.0,1,1,0
1,39,460.5,81.01219260692596,25,26,650,13.124905586242676,541.18063599294,593.9998410894186,437.90234375,820.46875,0.881736309895911,1.1341259158512482,0.9615384615384616,0.7084615384615385,0.850917363580628,0.975635593220339,0.975635593220339,1.0386811341170306,472.0,77.99524796009064,25.439960479736328,23.21396255493164,0.4090768255482689,0.9928280560799558,11.7876,4.433559,2.7963724,4,0,2,1.0,0.0,1,1,0
1,40,516.5,85.01219260692596,26,27,702,13.333154678344727,558.4903937731314,650.0,626.7817993164062,473.79425048828125,0.8980856453859093,1.11347954968181,0.9629629629629629,0.7357549857549858,0.9248144744452156,0.978219696969697,0.978219696969697,1.035947594524242,528.0,82.06225204467773,26.083478927612305,25.272424697875977,0.24743128961279087,0.9976265937629674,12.984499,4.713333,3.0169497,1,0,0,1.0,0.0,1,1,0
1,41,708.5,102.32590091228485,30,34,1020,16.835540771484375,890.4386742944527,883.5537453722063,759.5116577148438,769.465087890625,0.8503125021980732,1.1760382182021103,0.8823529411764706,0.6946078431372549,0.795675233402667,0.967896174863388,0.967896174863388,1.0454274359055922,732.0,97.87948679924011,32.49064254760742,28.341352462768555,0.4889839773169496,0.9796503587727154,13.784498,5.2156835,3.3146527,19,4,3,1.0,0.0,1,1,0
1,42,276.0,62.28427076339722,19,20,380,10.087532997131348,319.68319673696516,342.0,298.1363525390625,612.6818237304688,0.894050762831577,1.118504722072903,0.95,0.7263157894736842,0.8633547299863007,0.9752650176678446,0.9752650176678446,1.031020620156581,283.0,60.41030561923981,19.417335510253906,18.212520599365234,0.3467662411872696,0.9937096559201375,9.196899,3.5955634,2.1961687,2,0,2,1.0,0.0,1,1,0
1,43,295.5,64.87005722522736,20,20,400,10.441957473754883,342.5419084242625,361.0,126.19892120361328,313.05914306640625,0.8824269984154572,1.133238218907246,1.0,0.73875,0.8626681662379315,0.9752475247524752,0.9752475247524752,1.0350490261005254,303.0,62.67341506481171,19.59571647644043,19.421302795410156,0.13312394251174905,0.9886170526460173,9.7876,3.6834972,2.2579076,2,0,2,1.0,0.0,1,1,0
1,44,281.5,64.04163014888763,20,19,380,10.368509292602539,337.74001253832165,342.0,967.5,685.9375,0.8625087446582487,1.159408534920106,1.0526315789473684,0.7407894736842106,0.8334813452642352,0.9690189328743546,0.9690189328743546,1.0346754435956098,290.5,61.89538037776947,19.592344284057617,18.702505111694336,0.29794735839233405,0.9781429564292544,9.0,3.5606818,2.149756,2,0,2,1.0,0.0,1,1,0
1,45,158.5,47.21320307254791,15,15,225,7.661896705627441,184.4261321302752,196.0,712.625,606.75,0.8935362996142313,1.1191487132998765,1.0,0.7044444444444444,0.8594226760014603,0.9753846153846154,0.9753846153846154,1.0233545855091886,162.5,46.135722398757935,14.787581443786621,13.788495063781738,0.3613313716471483,0.9897496746345066,7.0,2.8800604,1.6676552,2,0,2,1.0,0.0,1,1,0
1,46,370.0,72.28427076339722,22,22,484,11.801227569580078,437.52637977635305,441.0,967.8985595703125,666.57470703125,0.8898647019391439,1.1237663409064944,1.0,0.7644628099173554,0.8456632950660713,0.9762532981530343,0.9762532981530343,1.0314550962329239,379.0,70.07990074157715,22.337045669555664,21.24396324157715,0.308993514644593,0.9927743988171945,10.7876,4.058796,2.5208974,7,0,2,1.0,0.0,1,1,0
1,47,282.5,63.69848430156708,19,21,399,10.773555755615234,364.6430998763643,360.0,730.1123046875,27.715858459472656,0.8749235757960232,1.142956970944782,0.9047619047619048,0.7080200501253133,0.7747301405011757,0.9775086505190311,0.9775086505190311,1.0318840011397694,289.0,61.730276107788086,20.836463928222656,17.543624877929688,0.5395282889426023,0.9839776175480951,9.196899,3.5762212,2.1624994,1,0,0,1.0,0.0,1,1,0
1,48,1553.5,148.46803629398346,44,46,2024,23.905481338500977,1795.3323563926415,1935.0,396.7738037109375,298.79364013671875,0.8856358594353738,1.1291322379804467,0.9565217391304348,0.7675395256916996,0.8652993939915644,0.9826059456040481,0.9826059456040481,1.0431387232476796,1581.0,142.32818031311035,46.71792221069336,42.49884796142578,0.4152869780965194,0.9962324859866221,21.387596,7.7183385,5.1364975,7,0,2,1.0,0.0,1,1,0
1,49,164.5,49.21320307254791,15,16,240,7.927800178527832,197.44914750896743,210.0,648.9850463867188,38.164180755615234,0.8535176408846876,1.1716219467514235,0.9375,0.6854166666666667,0.833125906469305,0.9591836734693877,0.9591836734693877,1.0402244344425542,171.5,47.31017792224884,15.130167007446289,14.082075119018555,0.36571132042158794,0.9830274437017257,7.3938,2.8701656,1.6722152,1,0,0,1.0,0.0,1,1,0
1,50,565.5,91.84061968326569,30,27,810,15.509787559509277,755.7211402545449,754.0,252.5799102783203,386.2893371582031,0.8425057284629741,1.1869355497728789,1.1111111111111112,0.6981481481481482,0.7482918895315355,0.9724849527085124,0.9724849527085124,1.038967914436029,581.5,88.39601147174835,30.062463760375977,24.653430938720703,0.5722581555043085,0.9714954938475096,12.0,4.696025,2.9505985,15,0,2,1.0,0.0,1,1,0
1,51,240.0,58.28427076339722,18,19,342,9.34101390838623,274.11822448481735,306.0,96.4479751586914,426.01446533203125,0.8878066047573532,1.1263714356724237,0.9473684210526315,0.7017543859649122,0.8755346363820219,0.973630831643002,0.973630831643002,1.0350514809524716,246.5,56.31050419807434,18.048959732055664,17.078998565673828,0.32340851616408717,0.991303825786588,8.7876,3.3746405,2.039633,4,0,2,1.0,0.0,1,1,0
1,52,109.0,39.79898953437805,12,14,168,6.670932292938232,139.80507545804366,143.0,481.5,480.5,0.8647533842870619,1.1563990591658,0.8571428571428571,0.6488095238095238,0.7796569591116994,0.960352422907489,0.960352422907489,1.0355299694530278,113.5,38.43345022201538,12.939261436462402,10.935187339782715,0.534581685667878,0.9808461710274925,5.7938,2.4334009,1.3376626,6,0,2,1.0,0.0,1,1,0
1,53,202.0,52.62741661071777,16,17,272,8.748098373413086,240.4236515190265,240.0,686.414306640625,425.6428527832031,0.9165098354623291,1.0910957649413053,0.9411764705882353,0.7426470588235294,0.8401835623231696,0.9877750611246944,0.9877750611246944,1.0172165637324342,204.5,51.7366886138916,16.838083267211914,15.392561912536621,0.40537233136450895,0.9923341243803099,8.0,3.1719286,1.8719746,2,0,2,1.0,0.0,1,1,0
1,54,1851.0,204.5096664428711,51,55,2805,30.242097854614258,2873.25189177438,2577.187978979491,31.14816665649414,491.5921630859375,0.5561457234547671,1.7980898851258234,0.9272727272727272,0.6598930481283423,0.6442177956270004,0.903147109050988,0.903147109050988,1.2172262314971878,2049.5,168.01286494731903,56.40967559814453,44.251007080078125,0.6201822649377389,0.9441473450376114,20.575197,6.7878184,4.844281,116,19,4,1.0,0.0,1,1,0
1,55,582.5,91.84061968326569,25,32,800,15.787753105163574,783.0518589852545,744.0,571.0,149.5,0.8678330447916578,1.1522953706378762,0.78125,0.728125,0.7438843204521004,0.9789915966386554,0.9789915966386554,1.0370687439278004,595.0,88.55788993835449,31.370582580566406,23.840192794799805,0.649977117397868,0.9916849014934941,12.590698,4.807297,3.0143068,8,0,2,1.0,0.0,1,1,0
1,56,138.0,44.62741661071777,15,14,210,7.4434380531311035,174.05921856542557,179.99997832882218,551.868408203125,791.868408203125,0.8707339061742554,1.1484564835584514,1.0714285714285714,0.6571428571428571,0.7928336179915022,0.965034965034965,0.965034965034965,1.032632177646366,143.0,43.21714699268341,14.49511432647705,12.34389877319336,0.5242079350214042,0.9820084127002506,6.3968997,2.6581986,1.50095,6,0,2,1.0,0.0,1,1,0
1,57,594.5,93.01219260692596,27,30,810,16.225080490112305,827.0344351121464,754.0,60.0,492.5,0.8635390041181195,1.1580252834337692,0.9,0.7339506172839506,0.7188334303388292,0.9706122448979592,0.9706122448979592,1.0357393853803165,612.5,89.80269932746887,31.125858306884766,24.54485321044922,0.6149476744220596,0.9907867780330742,12.793798,4.86176,3.0699568,4,0,2,1.0,0.0,1,1,0
1,58,298.5,67.69848430156708,21,21,441,12.041694641113281,455.5385054741673,400.0,769.0,81.0,0.8184578315967699,1.2218100449342033,1.0,0.6768707482993197,0.6552684271756416,0.9644588045234249,0.9644588045234249,1.041406945625691,309.5,65.00675320625305,22.862558364868164,17.175750732421875,0.6600051215857903,0.9678630234726755,8.7876,3.538791,2.116326,11,0,2,1.0,0.0,1,1,0
1,59,1075.0,123.39696860313416,38,38,1444,19.709461212158203,1220.3920711695143,1369.0,748.1279296875,406.7325439453125,0.88717510495616,1.1271731977301316,1.0,0.7444598337950139,0.8808644577392382,0.979498861047836,0.979498861047836,1.0424604431458537,1097.5,118.37088823318481,38.52540588378906,35.581443786621094,0.38339642589625916,0.9984993661501308,17.984497,6.5428934,4.31395,3,0,2,1.0,0.0,1,1,0
1,60,414.5,77.01219260692596,25,24,600,12.324243545532227,477.16701730682,527.9998686366089,745.1260375976562,737.300537109375,0.8782444667395682,1.1386351270876116,1.0416666666666667,0.6908333333333333,0.8686685897518249,0.9718640093786636,0.9718640093786636,1.040380827656054,426.5,74.02307939529419,23.569982528686523,22.574663162231445,0.28752964257761,0.9918685364590484,10.984499,4.2257895,2.661692,2,0,2,1.0,0.0,1,1,0
1,61,118.5,41.21320307254791,14,13,182,6.609219551086426,137.23036880243612,152.9999767241825,358.5833435058594,449.5833435058594,0.8767090230812532,1.1406293007974668,1.0769230769230769,0.6510989010989011,0.8635114882668478,0.9634146341463414,0.9634146341463414,1.0350238126660258,123.0,39.81860375404358,12.825814247131348,11.945355415344238,0.3641185781472253,0.9847918529867262,6.1969,2.5329487,1.4239041,1,0,0,1.0,0.0,1,1,0
1,62,676.0,98.08326029777527,29,32,928,16.168001174926758,821.2257090924892,867.692061341113,711.5882568359375,772.7647094726562,0.8830123406307941,1.1324870038459869,0.90625,0.728448275862069,0.8231598116272156,0.976878612716763,0.976878612716763,1.0394944299025328,692.0,94.3566963672638,31.026704788208008,27.9008846282959,0.4374270926661815,0.9942673720261134,14.181398,5.2463055,3.3762925,5,0,2,1.0,0.0,1,1,0
